X,Y,Name,description
-74.0404892,40.68712997,KBC-OR57,"Network ID: 3C:0F:C1:02:A9:87
Encryption: WPA2
Time: 2023-07-25T16:07:31.000-07:00
Signal: -87.0
Accuracy: 3.87506
Type: WIFI"
-74.01144409,40.75977325,WES4,"Network ID: 3C:0F:C1:04:87:F6
Encryption: WPA2
Time: 2023-07-25T16:30:28.000-07:00
Signal: -92.0
Accuracy: 4.16399
Type: WIFI"
-74.00912476,40.76254654,Macy?s World,"Network ID: 3C:BD:C5:30:DC:1B
Encryption: WPA2
Time: 2023-07-25T16:36:50.000-07:00
Signal: -84.0
Accuracy: 4.01649
Type: WIFI"
-74.00935364,40.76228333,Macy?s World,"Network ID: 3C:BD:C5:30:DC:1C
Encryption: WPA2
Time: 2023-07-25T16:36:41.000-07:00
Signal: -84.0
Accuracy: 4.01733
Type: WIFI"
-74.01005554,40.76133347,FiOS-HOIMI,"Network ID: 3C:BD:C5:41:21:E3
Encryption: WPA2
Time: 2023-07-25T16:36:07.000-07:00
Signal: -89.0
Accuracy: 5.84236
Type: WIFI"
-74.02796936,40.71078873,Lions Den,"Network ID: 3C:BD:C5:6D:3E:2E
Encryption: WPA2
Time: 2023-07-25T16:13:51.000-07:00
Signal: -85.0
Accuracy: 4.47636
Type: WIFI"
-74.00939941,40.76223373,Daddy's Home,"Network ID: 3C:BD:C5:74:00:D3
Encryption: WPA2
Time: 2023-07-25T16:36:39.000-07:00
Signal: -81.0
Accuracy: 4.03639
Type: WIFI"
-74.00949097,40.76214981,Verizon_LSQB9R,"Network ID: 3C:BD:C5:85:CF:8D
Encryption: WPA2
Time: 2023-07-25T16:36:36.000-07:00
Signal: -80.0
Accuracy: 4.82291
Type: WIFI"
-74.02655792,40.71401215,Verizon_3PN4QK,"Network ID: 3C:BD:C5:8E:B8:1F
Encryption: WPA2
Time: 2023-07-25T16:14:38.000-07:00
Signal: -88.0
Accuracy: 4.97867
Type: WIFI"
-74.02648926,40.71423721,Verizon_3PN4QK,"Network ID: 3C:BD:C5:8E:B8:20
Encryption: WPA2
Time: 2023-07-25T16:14:41.000-07:00
Signal: -88.0
Accuracy: 4.91546
Type: WIFI"
-74.04063416,40.68698883,NicksNet-guest,"Network ID: 3E:28:6D:AA:6A:F8
Encryption: WPA2
Time: 2023-07-25T16:07:24.000-07:00
Signal: -91.0
Accuracy: 3.92982
Type: WIFI"
-74.02760315,40.71153641,(no SSID),"Network ID: 3E:3F:1B:59:0B:8E
Encryption: WPA2
Time: 2023-07-25T16:14:02.000-07:00
Signal: -88.0
Accuracy: 3.8557
Type: WIFI"
-74.01013184,40.76118851,(no SSID),"Network ID: 3E:94:ED:5B:38:55
Encryption: WPA2
Time: 2023-07-25T16:36:01.000-07:00
Signal: -84.0
Accuracy: 5.73716
Type: WIFI"
-74.04040527,40.68722534,ORBI39,"Network ID: 3E:94:ED:B7:36:7B
Encryption: WPA2
Time: 2023-07-25T16:07:35.000-07:00
Signal: -90.0
Accuracy: 3.829
Type: WIFI"
-74.02693939,40.71298981,oneGuest,"Network ID: 40:01:7A:9B:15:2B
Encryption: Unknown
Time: 2023-07-25T16:14:23.000-07:00
Signal: -85.0
Accuracy: 3.70008
Type: WIFI"
-74.02702332,40.71277618,oneConnect-Private,"Network ID: 40:01:7A:9B:15:2C
Encryption: WPA2
Time: 2023-07-25T16:14:20.000-07:00
Signal: -91.0
Accuracy: 3.70008
Type: WIFI"
-74.02693939,40.71298981,oneConnect-Public,"Network ID: 40:01:7A:9B:15:2D
Encryption: Unknown
Time: 2023-07-25T16:14:23.000-07:00
Signal: -85.0
Accuracy: 3.70008
Type: WIFI"
-74.02702332,40.71277618,oneConnect-Guest,"Network ID: 40:01:7A:9B:15:2E
Encryption: Unknown
Time: 2023-07-25T16:14:20.000-07:00
Signal: -91.0
Accuracy: 3.70008
Type: WIFI"
-74.04139709,40.68632126,Memon WiFi,"Network ID: 40:75:C3:44:3C:21
Encryption: WPA3
Time: 2023-07-25T16:06:55.000-07:00
Signal: -89.0
Accuracy: 5.8186
Type: WIFI"
-74.04547882,40.68541718,PLATINUM,"Network ID: 40:A6:E8:77:F6:60
Encryption: WPA2
Time: 2023-07-25T16:05:12.000-07:00
Signal: -91.0
Accuracy: 5.56213
Type: WIFI"
-74.04547882,40.68541718,SILVER,"Network ID: 40:A6:E8:77:F6:61
Encryption: WPA2
Time: 2023-07-25T16:05:12.000-07:00
Signal: -90.0
Accuracy: 5.56213
Type: WIFI"
-74.04547882,40.68541718,GOLD,"Network ID: 40:A6:E8:77:F6:62
Encryption: WPA2
Time: 2023-07-25T16:05:12.000-07:00
Signal: -90.0
Accuracy: 5.56213
Type: WIFI"
-74.04505157,40.685112,GOLD,"Network ID: 40:A6:E8:77:F6:6D
Encryption: WPA2
Time: 2023-07-25T16:05:26.000-07:00
Signal: -91.0
Accuracy: 3.92982
Type: WIFI"
-74.04373932,40.68506622,SILVER,"Network ID: 40:A6:E8:77:F6:6E
Encryption: WPA2
Time: 2023-07-25T16:05:56.000-07:00
Signal: -87.0
Accuracy: 4.66135
Type: WIFI"
-74.04367065,40.68509674,PLATINUM,"Network ID: 40:A6:E8:77:F6:6F
Encryption: WPA2
Time: 2023-07-25T16:05:58.000-07:00
Signal: -87.0
Accuracy: 5.80308
Type: WIFI"
-74.02630615,40.71502686,I-House.net,"Network ID: 40:E1:E4:75:ED:82
Encryption: WPA2
Time: 2023-07-25T16:14:52.000-07:00
Signal: -86.0
Accuracy: 5.44857
Type: WIFI"
-74.00158691,40.76302338,Intrepid_Events,"Network ID: 40:E3:D6:1C:75:C4
Encryption: WPA2
Time: 2023-07-25T16:48:24.000-07:00
Signal: -93.0
Accuracy: 10.9788
Type: WIFI"
-74.00157928,40.76299667,Intrepid_Data,"Network ID: 40:E3:D6:1C:75:D0
Encryption: WPA2
Time: 2023-07-25T16:48:33.000-07:00
Signal: -92.0
Accuracy: 13.1308
Type: WIFI"
-74.00157928,40.76299667,Intrepid_Guest,"Network ID: 40:E3:D6:1C:75:D1
Encryption: Unknown
Time: 2023-07-25T16:48:33.000-07:00
Signal: -92.0
Accuracy: 13.1308
Type: WIFI"
-74.00157928,40.7630043,Intrepid_Emp,"Network ID: 40:E3:D6:1C:75:D3
Encryption: WPA2
Time: 2023-07-25T16:48:31.000-07:00
Signal: -90.0
Accuracy: 13.0627
Type: WIFI"
-74.04151154,40.68623352,(no SSID),"Network ID: 42:75:C3:45:3C:25
Encryption: WPA2
Time: 2023-07-25T16:06:52.000-07:00
Signal: -90.0
Accuracy: 6.21549
Type: WIFI"
-74.04151154,40.68623352,(no SSID),"Network ID: 42:75:C3:45:3C:26
Encryption: WPA2
Time: 2023-07-25T16:06:52.000-07:00
Signal: -92.0
Accuracy: 6.21549
Type: WIFI"
-74.04139709,40.68632126,xfinitywifi,"Network ID: 42:75:C3:4C:3C:23
Encryption: Unknown
Time: 2023-07-25T16:06:55.000-07:00
Signal: -89.0
Accuracy: 5.8186
Type: WIFI"
-74.03565216,40.69246674,Galaxy Note10+c28f,"Network ID: 42:9F:DE:86:7B:5D
Encryption: WPA2
Time: 2023-07-25T16:09:19.000-07:00
Signal: -91.0
Accuracy: 3.99485
Type: WIFI"
-74.02655792,40.71401215,TBills,"Network ID: 44:1C:A8:B8:4E:E8
Encryption: WPA2
Time: 2023-07-25T16:14:38.000-07:00
Signal: -79.0
Accuracy: 4.97867
Type: WIFI"
-74.04345703,40.68518448,Mall Management,"Network ID: 44:1E:98:15:37:8C
Encryption: WPA2
Time: 2023-07-25T16:06:03.000-07:00
Signal: -94.0
Accuracy: 5.85775
Type: WIFI"
-74.04345703,40.68518448,Spectrum Mobile,"Network ID: 44:1E:98:15:37:8D
Encryption: WPA2
Time: 2023-07-25T16:06:03.000-07:00
Signal: -94.0
Accuracy: 5.85775
Type: WIFI"
-74.02863312,40.70798111,#DwntwnAllianceFreeWiFi,"Network ID: 44:1E:98:31:2D:5C
Encryption: Unknown
Time: 2023-07-25T16:13:12.000-07:00
Signal: -86.0
Accuracy: 3.70008
Type: WIFI"
-74.02863312,40.70798111,#Battery Park City Free WiFi,"Network ID: 44:1E:98:71:2D:5C
Encryption: Unknown
Time: 2023-07-25T16:13:12.000-07:00
Signal: -86.0
Accuracy: 3.70008
Type: WIFI"
-74.02760315,40.71153641,(no SSID),"Network ID: 44:1E:98:B1:2D:57
Encryption: WPA2
Time: 2023-07-25T16:14:02.000-07:00
Signal: -87.0
Accuracy: 3.8557
Type: WIFI"
-74.02863312,40.70798111,(no SSID),"Network ID: 44:1E:98:B1:2D:5C
Encryption: WPA2
Time: 2023-07-25T16:13:12.000-07:00
Signal: -86.0
Accuracy: 4.97867
Type: WIFI"
-74.02837372,40.70960999,Orion,"Network ID: 44:1E:98:EA:B4:FC
Encryption: WPA2
Time: 2023-07-25T16:13:34.000-07:00
Signal: -91.0
Accuracy: 3.70152
Type: WIFI"
-74.02863312,40.70798111,Orion,"Network ID: 44:1E:98:F1:2D:5C
Encryption: WPA2
Time: 2023-07-25T16:13:12.000-07:00
Signal: -86.0
Accuracy: 3.70008
Type: WIFI"
-74.01010895,40.7612381,Sailboat Lulu 2.4,"Network ID: 44:A5:6E:1B:1C:F0
Encryption: WPA2
Time: 2023-07-25T16:36:03.000-07:00
Signal: -80.0
Accuracy: 5.94594
Type: WIFI"
-74.00983429,40.76168442,Sailboat Lulu 5,"Network ID: 44:A5:6E:1C:55:70
Encryption: WPA2
Time: 2023-07-25T16:36:21.000-07:00
Signal: -88.0
Accuracy: 5.12394
Type: WIFI"
-74.04407501,40.68497086,GOLD,"Network ID: 44:AD:D9:C3:2A:6D
Encryption: WPA2
Time: 2023-07-25T16:05:48.000-07:00
Signal: -86.0
Accuracy: 5.86602
Type: WIFI"
-74.04407501,40.68497086,SILVER,"Network ID: 44:AD:D9:C3:2A:6E
Encryption: WPA2
Time: 2023-07-25T16:05:48.000-07:00
Signal: -86.0
Accuracy: 5.8186
Type: WIFI"
-74.04407501,40.68497086,PLATINUM,"Network ID: 44:AD:D9:C3:2A:6F
Encryption: WPA2
Time: 2023-07-25T16:05:48.000-07:00
Signal: -88.0
Accuracy: 5.86602
Type: WIFI"
-74.04139709,40.68632126,GOLD,"Network ID: 44:AD:D9:C3:2B:22
Encryption: WPA2
Time: 2023-07-25T16:06:55.000-07:00
Signal: -89.0
Accuracy: 5.8186
Type: WIFI"
-74.04139709,40.68632126,GOLD,"Network ID: 44:AD:D9:C3:2B:2D
Encryption: WPA2
Time: 2023-07-25T16:06:55.000-07:00
Signal: -85.0
Accuracy: 5.6488
Type: WIFI"
-74.04139709,40.68632126,SILVER,"Network ID: 44:AD:D9:C3:2B:2E
Encryption: WPA2
Time: 2023-07-25T16:06:55.000-07:00
Signal: -88.0
Accuracy: 5.6488
Type: WIFI"
-74.04304504,40.68534851,PLATINUM,"Network ID: 44:AD:D9:C3:2B:2F
Encryption: WPA2
Time: 2023-07-25T16:06:12.000-07:00
Signal: -90.0
Accuracy: 5.6488
Type: WIFI"
-74.04345703,40.68518448,GOLD,"Network ID: 44:AD:D9:C3:2C:0D
Encryption: WPA2
Time: 2023-07-25T16:06:03.000-07:00
Signal: -88.0
Accuracy: 5.8186
Type: WIFI"
-74.04373932,40.68506622,SILVER,"Network ID: 44:AD:D9:C3:2C:0E
Encryption: WPA2
Time: 2023-07-25T16:05:56.000-07:00
Signal: -90.0
Accuracy: 4.79198
Type: WIFI"
-74.04433441,40.68495178,PLATINUM,"Network ID: 44:AD:D9:C3:2C:0F
Encryption: WPA2
Time: 2023-07-25T16:05:43.000-07:00
Signal: -91.0
Accuracy: 6.21549
Type: WIFI"
-74.04040527,40.68722534,GOLD,"Network ID: 44:AD:D9:C3:2C:42
Encryption: WPA2
Time: 2023-07-25T16:07:35.000-07:00
Signal: -87.0
Accuracy: 3.829
Type: WIFI"
-74.04442596,40.68495178,GOLD,"Network ID: 44:AD:D9:C3:2C:4D
Encryption: WPA2
Time: 2023-07-25T16:05:41.000-07:00
Signal: -89.0
Accuracy: 4.45604
Type: WIFI"
-74.04442596,40.68495178,SILVER,"Network ID: 44:AD:D9:C3:2C:4E
Encryption: WPA2
Time: 2023-07-25T16:05:41.000-07:00
Signal: -92.0
Accuracy: 4.73498
Type: WIFI"
-74.04433441,40.68495178,PLATINUM,"Network ID: 44:AD:D9:C3:2C:4F
Encryption: WPA2
Time: 2023-07-25T16:05:43.000-07:00
Signal: -92.0
Accuracy: 6.03542
Type: WIFI"
-74.04554749,40.68551254,PLATINUM,"Network ID: 44:AD:D9:C3:2C:C0
Encryption: WPA2
Time: 2023-07-25T16:05:09.000-07:00
Signal: -87.0
Accuracy: 4.3068
Type: WIFI"
-74.04554749,40.68551254,SILVER,"Network ID: 44:AD:D9:C3:2C:C1
Encryption: WPA2
Time: 2023-07-25T16:05:09.000-07:00
Signal: -80.0
Accuracy: 3.98229
Type: WIFI"
-74.04433441,40.68495178,GOLD,"Network ID: 44:AD:D9:C3:2C:C2
Encryption: WPA2
Time: 2023-07-25T16:05:43.000-07:00
Signal: -91.0
Accuracy: 3.98229
Type: WIFI"
-74.04547882,40.68541718,GOLD,"Network ID: 44:AD:D9:C3:2C:CD
Encryption: WPA2
Time: 2023-07-25T16:05:12.000-07:00
Signal: -88.0
Accuracy: 5.27245
Type: WIFI"
-74.04547882,40.68541718,SILVER,"Network ID: 44:AD:D9:C3:2C:CE
Encryption: WPA2
Time: 2023-07-25T16:05:12.000-07:00
Signal: -90.0
Accuracy: 5.27245
Type: WIFI"
-74.04328918,40.68525314,PLATINUM,"Network ID: 44:AD:D9:C3:2C:CF
Encryption: WPA2
Time: 2023-07-25T16:06:07.000-07:00
Signal: -91.0
Accuracy: 5.27245
Type: WIFI"
-74.04541779,40.68619537,PLATINUM,"Network ID: 44:AD:D9:C3:2F:C0
Encryption: WPA2
Time: 2023-07-25T16:04:44.000-07:00
Signal: -85.0
Accuracy: 3.83129
Type: WIFI"
-74.04314423,40.68530655,SILVER,"Network ID: 44:AD:D9:C3:2F:C1
Encryption: WPA2
Time: 2023-07-25T16:06:10.000-07:00
Signal: -89.0
Accuracy: 3.82751
Type: WIFI"
-74.04314423,40.68530655,GOLD,"Network ID: 44:AD:D9:C3:2F:C2
Encryption: WPA2
Time: 2023-07-25T16:06:10.000-07:00
Signal: -91.0
Accuracy: 4.27727
Type: WIFI"
-74.04469299,40.68498993,GOLD,"Network ID: 44:AD:D9:C3:2F:CD
Encryption: WPA2
Time: 2023-07-25T16:05:35.000-07:00
Signal: -90.0
Accuracy: 4.73498
Type: WIFI"
-74.04498291,40.68507767,SILVER,"Network ID: 44:AD:D9:C3:2F:CE
Encryption: WPA2
Time: 2023-07-25T16:05:28.000-07:00
Signal: -89.0
Accuracy: 4.76058
Type: WIFI"
-74.04442596,40.68495178,PLATINUM,"Network ID: 44:AD:D9:C3:2F:CF
Encryption: WPA2
Time: 2023-07-25T16:05:41.000-07:00
Signal: -92.0
Accuracy: 4.15545
Type: WIFI"
-74.04111481,40.68656921,PLATINUM,"Network ID: 44:AD:D9:C3:31:2F
Encryption: WPA2
Time: 2023-07-25T16:07:05.000-07:00
Signal: -86.0
Accuracy: 4.79198
Type: WIFI"
-74.00917816,40.7624855,7897,"Network ID: 44:D9:E7:4E:75:D8
Encryption: WPA2
Time: 2023-07-25T16:36:48.000-07:00
Signal: -92.0
Accuracy: 4.01663
Type: WIFI"
-74.01010895,40.7612381,Estuary WiFi,"Network ID: 46:D9:E7:7B:9A:53
Encryption: Unknown
Time: 2023-07-25T16:36:03.000-07:00
Signal: -83.0
Accuracy: 5.94594
Type: WIFI"
-74.02645111,40.71437454,FiOS-5G,"Network ID: 48:5D:36:82:2C:8E
Encryption: WPA2
Time: 2023-07-25T16:14:43.000-07:00
Signal: -91.0
Accuracy: 5.26052
Type: WIFI"
-74.03579712,40.692276,nycmesh-6872-omni,"Network ID: 48:8F:5A:59:04:D1
Encryption: WPA2
Time: 2023-07-25T16:09:16.000-07:00
Signal: -94.0
Accuracy: 5.80807
Type: WIFI"
-74.04166412,40.68612289,nycmesh-5989-omni,"Network ID: 48:8F:5A:C1:C4:D2
Encryption: WPA2
Time: 2023-07-25T16:06:48.000-07:00
Signal: -91.0
Accuracy: 6.33524
Type: WIFI"
-74.04238129,40.68566132,nycmesh-175-omni,"Network ID: 48:8F:5A:F2:15:96
Encryption: WPA2
Time: 2023-07-25T16:06:27.000-07:00
Signal: -92.0
Accuracy: 6.51287
Type: WIFI"
-74.04562378,40.68594742,(no SSID),"Network ID: 48:C0:93:8C:E4:40
Encryption: WPA2
Time: 2023-07-25T16:04:55.000-07:00
Signal: -81.0
Accuracy: 7.18566
Type: WIFI"
-74.04562378,40.68594742,Free WiFi,"Network ID: 48:C0:93:8C:E4:41
Encryption: Unknown
Time: 2023-07-25T16:04:55.000-07:00
Signal: -81.0
Accuracy: 7.18566
Type: WIFI"
-74.04560089,40.68599319,(no SSID),"Network ID: 48:C0:93:8C:E4:50
Encryption: WPA2
Time: 2023-07-25T16:04:53.000-07:00
Signal: -89.0
Accuracy: 3.9933
Type: WIFI"
-74.04555511,40.68606567,Free WiFi,"Network ID: 48:C0:93:8C:E4:51
Encryption: Unknown
Time: 2023-07-25T16:04:50.000-07:00
Signal: -92.0
Accuracy: 3.9933
Type: WIFI"
-74.02840424,40.70944595,(no SSID),"Network ID: 4A:87:BA:CE:C2:33
Encryption: WPA2
Time: 2023-07-25T16:13:32.000-07:00
Signal: -78.0
Accuracy: 4.05123
Type: WIFI"
-74.04246521,40.68561554,nycmesh-wds,"Network ID: 4A:8F:5A:51:1B:39
Encryption: WPA2
Time: 2023-07-25T16:06:25.000-07:00
Signal: -92.0
Accuracy: 6.4793
Type: WIFI"
-74.03579712,40.692276,-NYC Mesh Community WiFi-,"Network ID: 4A:8F:5A:59:04:D1
Encryption: Unknown
Time: 2023-07-25T16:09:16.000-07:00
Signal: -93.0
Accuracy: 5.80807
Type: WIFI"
-74.04214478,40.68579483,-NYC Mesh Community WiFi-,"Network ID: 4A:8F:5A:96:C8:13
Encryption: Unknown
Time: 2023-07-25T16:06:33.000-07:00
Signal: -91.0
Accuracy: 6.57011
Type: WIFI"
-74.04166412,40.68612289,-NYC Mesh Community WiFi-,"Network ID: 4A:8F:5A:C1:C4:D2
Encryption: Unknown
Time: 2023-07-25T16:06:48.000-07:00
Signal: -92.0
Accuracy: 6.33524
Type: WIFI"
-74.04238129,40.68566132,nycmesh-wds,"Network ID: 4A:8F:5A:C1:C4:D3
Encryption: WPA2
Time: 2023-07-25T16:06:27.000-07:00
Signal: -93.0
Accuracy: 6.51287
Type: WIFI"
-74.03625488,40.69157028,nycmesh-wds,"Network ID: 4A:8F:5A:C3:33:6A
Encryption: WPA2
Time: 2023-07-25T16:09:05.000-07:00
Signal: -93.0
Accuracy: 6.01758
Type: WIFI"
-74.04203033,40.68585587,-NYC Mesh Community WiFi-,"Network ID: 4A:8F:5A:F2:15:96
Encryption: Unknown
Time: 2023-07-25T16:06:36.000-07:00
Signal: -91.0
Accuracy: 5.26052
Type: WIFI"
-74.04203033,40.68585587,nycmesh-wds,"Network ID: 4A:8F:5A:F2:15:97
Encryption: WPA2
Time: 2023-07-25T16:06:36.000-07:00
Signal: -90.0
Accuracy: 5.26052
Type: WIFI"
-74.02687836,40.71313858,ORBI39,"Network ID: 4A:A5:6E:5F:42:22
Encryption: WPA2
Time: 2023-07-25T16:14:25.000-07:00
Signal: -88.0
Accuracy: 3.86551
Type: WIFI"
-74.02710724,40.71255875,8B,"Network ID: 4C:01:43:C8:00:78
Encryption: WPA2
Time: 2023-07-25T16:14:17.000-07:00
Signal: -93.0
Accuracy: 3.62262
Type: WIFI"
-74.02702332,40.71277618,(no SSID),"Network ID: 4C:01:43:C8:00:79
Encryption: Unknown
Time: 2023-07-25T16:14:20.000-07:00
Signal: -78.0
Accuracy: 4.32691
Type: WIFI"
-74.02648926,40.71423721,(no SSID),"Network ID: 4C:01:43:C8:00:7A
Encryption: Unknown
Time: 2023-07-25T16:14:41.000-07:00
Signal: -85.0
Accuracy: 4.91546
Type: WIFI"
-74.02607727,40.71620178,Get Off My LAN,"Network ID: 4C:19:5D:78:EF:2F
Encryption: WPA2
Time: 2023-07-25T16:15:08.000-07:00
Signal: -88.0
Accuracy: 4.59738
Type: WIFI"
-74.02630615,40.71502686,Verizon_GX79FJ,"Network ID: 4C:22:F3:4E:46:FF
Encryption: WPA2
Time: 2023-07-25T16:14:52.000-07:00
Signal: -85.0
Accuracy: 4.92336
Type: WIFI"
-74.02850342,40.70893478,vroytman,"Network ID: 4C:22:F3:4E:FD:F9
Encryption: WPA2
Time: 2023-07-25T16:13:25.000-07:00
Signal: -82.0
Accuracy: 4.78334
Type: WIFI"
-74.02610779,40.71605682,SpectrumSetup-05,"Network ID: 4C:AB:F8:37:F6:04
Encryption: WPA2
Time: 2023-07-25T16:15:06.000-07:00
Signal: -89.0
Accuracy: 4.58632
Type: WIFI"
-74.02645111,40.71437454,SpectrumSetup-73,"Network ID: 4C:AB:F8:4A:B5:72
Encryption: WPA2
Time: 2023-07-25T16:14:43.000-07:00
Signal: -89.0
Accuracy: 5.26052
Type: WIFI"
-74.02610779,40.71605682,TeamSA,"Network ID: 4C:C5:3E:9D:75:E0
Encryption: WPA2
Time: 2023-07-25T16:15:06.000-07:00
Signal: -75.0
Accuracy: 4.58632
Type: WIFI"
-74.00925446,40.76239395,NeverGiveUp,"Network ID: 4C:EB:BD:F2:63:7F
Encryption: WPA2
Time: 2023-07-25T16:36:45.000-07:00
Signal: -76.0
Accuracy: 4.01684
Type: WIFI"
-74.00912476,40.76254654,MyAltice f2637c_guest,"Network ID: 4E:EB:BD:F2:64:78
Encryption: WPA2
Time: 2023-07-25T16:36:50.000-07:00
Signal: -76.0
Accuracy: 4.01649
Type: WIFI"
-74.04442596,40.68495178,GOLD,"Network ID: 50:06:04:1A:1D:6D
Encryption: WPA2
Time: 2023-07-25T16:05:41.000-07:00
Signal: -90.0
Accuracy: 3.7556
Type: WIFI"
-74.04460144,40.68497086,SILVER,"Network ID: 50:06:04:1A:1D:6E
Encryption: WPA2
Time: 2023-07-25T16:05:37.000-07:00
Signal: -86.0
Accuracy: 3.92982
Type: WIFI"
-74.04367065,40.68509674,PLATINUM,"Network ID: 50:06:04:1A:1D:6F
Encryption: WPA2
Time: 2023-07-25T16:05:58.000-07:00
Signal: -85.0
Accuracy: 4.21526
Type: WIFI"
-74.04139709,40.68632126,SILVER,"Network ID: 50:06:04:1B:8E:C1
Encryption: WPA2
Time: 2023-07-25T16:06:55.000-07:00
Signal: -89.0
Accuracy: 5.8186
Type: WIFI"
-74.04139709,40.68632126,GOLD,"Network ID: 50:06:04:1B:8E:C2
Encryption: WPA2
Time: 2023-07-25T16:06:55.000-07:00
Signal: -89.0
Accuracy: 4.3068
Type: WIFI"
-74.04381561,40.68503952,GOLD,"Network ID: 50:06:04:1B:8E:CD
Encryption: WPA2
Time: 2023-07-25T16:05:54.000-07:00
Signal: -87.0
Accuracy: 5.945
Type: WIFI"
-74.04450989,40.68495941,SILVER,"Network ID: 50:06:04:1B:8E:CE
Encryption: WPA2
Time: 2023-07-25T16:05:39.000-07:00
Signal: -88.0
Accuracy: 5.55641
Type: WIFI"
-74.04373932,40.68506622,PLATINUM,"Network ID: 50:06:04:1B:8E:CF
Encryption: WPA2
Time: 2023-07-25T16:05:56.000-07:00
Signal: -89.0
Accuracy: 4.73498
Type: WIFI"
-74.04075623,40.68687057,SILVER,"Network ID: 50:06:04:1B:F3:01
Encryption: WPA2
Time: 2023-07-25T16:07:18.000-07:00
Signal: -83.0
Accuracy: 4.3068
Type: WIFI"
-74.04075623,40.68687057,GOLD,"Network ID: 50:06:04:1B:F3:02
Encryption: WPA2
Time: 2023-07-25T16:07:18.000-07:00
Signal: -83.0
Accuracy: 4.3068
Type: WIFI"
-74.04407501,40.68497086,GOLD,"Network ID: 50:06:04:1B:F3:0D
Encryption: WPA2
Time: 2023-07-25T16:05:48.000-07:00
Signal: -85.0
Accuracy: 4.45604
Type: WIFI"
-74.04389954,40.68501282,SILVER,"Network ID: 50:06:04:1B:F3:0E
Encryption: WPA2
Time: 2023-07-25T16:05:52.000-07:00
Signal: -88.0
Accuracy: 3.921
Type: WIFI"
-74.04433441,40.68495178,PLATINUM,"Network ID: 50:06:04:1B:F3:0F
Encryption: WPA2
Time: 2023-07-25T16:05:43.000-07:00
Signal: -85.0
Accuracy: 5.27245
Type: WIFI"
-74.04533386,40.68625259,PWF0674183,"Network ID: 50:21:00:67:41:83
Encryption: WPA2
Time: 2023-07-25T16:04:41.000-07:00
Signal: -86.0
Accuracy: 4.59844
Type: WIFI"
-74.04562378,40.68594742,GOLD,"Network ID: 50:2F:A8:12:E6:9D
Encryption: WPA2
Time: 2023-07-25T16:04:55.000-07:00
Signal: -90.0
Accuracy: 6.21549
Type: WIFI"
-74.04314423,40.68530655,SILVER,"Network ID: 50:2F:A8:12:E6:9E
Encryption: WPA2
Time: 2023-07-25T16:06:10.000-07:00
Signal: -89.0
Accuracy: 5.74673
Type: WIFI"
-74.04562378,40.68594742,PLATINUM,"Network ID: 50:2F:A8:12:E6:9F
Encryption: WPA2
Time: 2023-07-25T16:04:55.000-07:00
Signal: -90.0
Accuracy: 4.73498
Type: WIFI"
-74.04151154,40.68623352,GOLD,"Network ID: 50:2F:A8:12:E7:9D
Encryption: WPA2
Time: 2023-07-25T16:06:52.000-07:00
Signal: -89.0
Accuracy: 6.21549
Type: WIFI"
-74.03735352,40.68993378,PLATINUM,"Network ID: 50:2F:A8:12:E7:9F
Encryption: WPA2
Time: 2023-07-25T16:08:39.000-07:00
Signal: -92.0
Accuracy: 6.25523
Type: WIFI"
-74.04132843,40.68637848,GOLD,"Network ID: 50:2F:A8:12:E8:12
Encryption: WPA2
Time: 2023-07-25T16:06:57.000-07:00
Signal: -89.0
Accuracy: 5.56213
Type: WIFI"
-74.04354858,40.68515015,GOLD,"Network ID: 50:2F:A8:12:E8:1D
Encryption: WPA2
Time: 2023-07-25T16:06:01.000-07:00
Signal: -89.0
Accuracy: 4.73498
Type: WIFI"
-74.04398346,40.68498993,SILVER,"Network ID: 50:2F:A8:12:E8:1E
Encryption: WPA2
Time: 2023-07-25T16:05:50.000-07:00
Signal: -88.0
Accuracy: 5.933
Type: WIFI"
-74.04389954,40.68501282,PLATINUM,"Network ID: 50:2F:A8:12:E8:1F
Encryption: WPA2
Time: 2023-07-25T16:05:52.000-07:00
Signal: -88.0
Accuracy: 4.73498
Type: WIFI"
-74.04328918,40.68525314,GOLD,"Network ID: 50:2F:A8:12:ED:7D
Encryption: WPA2
Time: 2023-07-25T16:06:07.000-07:00
Signal: -92.0
Accuracy: 3.9933
Type: WIFI"
-74.04547882,40.68541718,SILVER,"Network ID: 50:2F:A8:12:ED:7E
Encryption: WPA2
Time: 2023-07-25T16:05:12.000-07:00
Signal: -93.0
Accuracy: 5.5725
Type: WIFI"
-74.04373932,40.68506622,PLATINUM,"Network ID: 50:2F:A8:12:ED:7F
Encryption: WPA2
Time: 2023-07-25T16:05:56.000-07:00
Signal: -93.0
Accuracy: 5.5725
Type: WIFI"
-74.03735352,40.68993378,GOLD,"Network ID: 50:2F:A8:12:ED:FD
Encryption: WPA2
Time: 2023-07-25T16:08:39.000-07:00
Signal: -90.0
Accuracy: 6.25523
Type: WIFI"
-74.04354858,40.68515015,SILVER,"Network ID: 50:2F:A8:12:ED:FE
Encryption: WPA2
Time: 2023-07-25T16:06:01.000-07:00
Signal: -91.0
Accuracy: 5.65316
Type: WIFI"
